string,int,int,int,,,string,,,,,string,string,string,float,float,float,,,int,float,float,float,float,int,int,int,int,int,int,int,int[3],int[3],int,int,,int,float,int,int;int,rate;rate,,,,rate,,,,,int,int,int,int,int,int,int,rate,int,rate,int,,int,,,,,,,,,,,,,,,bool,,
白色月云兔,71,300,2,,,task/npc/task_n071.html,,"-6550,15210,196;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11098;11090;11091;11093,11999;11090;11092;11093;11097,,,,,,,,,,pic_mon001,pic_nty_b,0,,,1,0,,
林陵真人,72,58,2,,,task/npc/task_n072.html,,"-6785,13500,228;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12000;12004;12008;12009;12010;12012;12014;12015;12016;11936;11940;11942;11945;11946;11948;11949;11950;11951;11952;11953;11954;11955;11956;11957;11959;11960;11961;11972;11974;11976;11977;12307;12308;12310;12311;12318;12337;16031,12003;12007;12008;12009;12011;12013;12014;12015;11936;11939;11941;11943;11944;11945;11947;11948;11949;11950;11951;11952;11953;11954;11955;11956;11958;11960;11961;11971;11973;11975;11976;12306;12307;12309;12310;12311;12312;12317;16030,,,,,,,,,,pic_n058,pic_n058_b,0,,,1,0,,
狼妖巡游兵,73,342,2,,,task/npc/task_n073.html,,"-7090,15440,187;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11968;11969;11970;11971;11973;11975;11987;11990;11991;11994;11995;11094;16033,11967;11968;11969;11970;11972;11974;11986;11989;11990;11993;11994;11995;16032,,,,,,,,,,pic_mon042,pic_nty_b,0,,,1,0,,
小狐狸丹丹,74,21,2,,,task/npc/task_n074.html,,"-1090,13610,236;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11923;11924;11925;11926;11927;11931;11932;11933;11992;11993,11923;11924;11925;11926;11930;11931;11932;11992;11094,,,,,,,,,,pic_n021,pic_n021_b,0,,,1,0,,
隐修道士,75,24,2,,,task/npc/task_n075.html,,"-2050,13495,171;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11904;11905;11909;11910;11914;11920;11922;11962;11964;11965;11967;11979;11982;11984;11985;11998;11999;11092;11096;11097;11099;14011;14261;14511;14761;16029,11903;11904;11908;11909;11913;11919;11921;11935;11962;11964;11966;11978;11981;11983;11984;11997;11998;11091;11095;11096;11098;11099;14010;14260;14510;14760;16028,,,,,,,,,,pic_n024,pic_n024_b,0,,,1,0,,
灵龟道人,76,208,2,,,task/npc/task_n076.html,,"-285,13165,123;",花雨陵,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11900;11901;11902;11903;11906;11907;11908;11911;11912;11913;11915;11916;11918;11919;11980;11981;11983;11986;11988;11989;11095;12323;12324;12330;12331;16025,11900;11901;11902;11905;11906;11907;11910;11911;11912;11914;11915;11916;11918;11979;11980;11982;11985;11987;11988;11991;12322;12323;12329;12330;16024,,,,,,,,,,pic_n036,pic_n036_b,0,,,1,0,,
镇魂石,77,78,2,,,task/npc/fuhuo_01.html,,"565,790,190;",镜花村,功能,,,,0,0,0,0,0,1101,100,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n078,pic_n078_b,0,,,1,0,,
镇魂石,78,78,2,,,task/npc/fuhuo_02.html,,"3300,11335,172;",蜀郡,功能,,,,0,0,0,0,0,1101,100,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n078,pic_n078_b,0,,,1,0,,
镇魂石,79,78,2,,,task/npc/fuhuo_03.html,,"-16250,12145,241;",玉凌雪域,功能,,,,0,0,0,0,0,1101,100,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n078,pic_n078_b,0,,,1,0,,
南门守卫,80,30,2,,,task/npc/task_n062.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
南门守卫,81,30,2,,,task/npc/task_n062.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
南门守卫,82,30,2,,,task/npc/task_n062.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
西门守卫,83,30,2,,,task/npc/task_n083.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
西门守卫,84,30,2,,,task/npc/task_n083.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
西门守卫,85,30,2,,,task/npc/task_n083.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
北门守卫,86,30,2,,,task/npc/task_n086.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
北门守卫,87,30,2,,,task/npc/task_n086.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
北门守卫,88,30,2,,,task/npc/task_n086.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
东门守卫,89,30,2,,,task/npc/task_n064.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
东门守卫,90,30,2,,,task/npc/task_n064.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
东门守卫,91,30,2,,,task/npc/task_n064.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
军事区守卫,92,30,2,,,task/npc/task_n092.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
军事区守卫,93,30,2,,,task/npc/task_n092.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
季明龙【俗名】,94,27,2,,12,task/npc/task_n094.html,,"2190,10370,39;",蜀郡,补给,6001;6002;6018;6019;6052;6053;6056;6057;6058;6059;6060;6061;6070;6071;6072;6073;6074;6075;6076;6077;6205;6206;6227;6228,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11203;11212;11214,11202;11211;11213;11221;11225,,,,,,,,,,pic_n027,pic_n027_b,0,,,1,0,,
法河禅师,95,32,2,,,task/npc/task_n095.html,,"6960,8845,254;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11207;11208;11213;11222,11206;11207;11212,,,,,,,,,,pic_n032,pic_n032_b,0,,,1,0,,
慧能,96,33,2,,,task/npc/task_n096.html,,"6225,11160,64;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11219;11224,11218;11223,,,,,,,,,,pic_n033,pic_n033_b,0,,,1,0,,
王鸾鸾,97,25,2,,,task/npc/task_n097.html,,"6000,11240,62;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11226,,,,,,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
萧莹,98,25,2,,,task/npc/task_n098.html,,"2780,14900,63;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11228,11204;11227,,,,,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
吕虎,99,26,2,,,task/npc/task_n099.html,,"1260,14900,63;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n026,pic_n026_b,0,,,1,0,,
郡府后门守卫,100,30,2,,,task/npc/task_n100.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
郡府后门守卫,101,30,2,,,task/npc/task_n100.html,,,,,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
王铁,102,41,2,,,task/npc/task_n102.html,,"6080,10820,64;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,11223,11222,,,,,,,,,,pic_n041,pic_n041_b,0,,,1,0,,
张玲玲,103,34,2,,,task/npc/task_n103.html,,"5710,11425,204;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n034,pic_n034_b,0,,,1,0,,
军事区守卫队长,104,30,2,,,task/npc/task_n104.html,pic_f_icon08,"6105,12790,199;",蜀郡,功能,,,,0,0,0,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
黄普【领双人】,105,42,2,,,task/shopnpc/check_card.html,pic_f_icon15,"3840,11860,175;",蜀郡,功能,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n042,pic_n042_b,0,,,1,0,,
十工子【生活技能】,106,41,2,,1,task/shopnpc/liveShop_02.html,pic_f_icon05,"2620,10180,255;",蜀郡,功能,6101;6102;6103;7351;7352;7353;7354;7355;7356;10001;10021;10041;10061;10081;10101;10121;10141;10201;10221;10241;10261;10401;10421;10441;10461;10601;10621;10641;10661;10801;10821;10841;10861;11001;11201;11202;11203;11204;11205,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n041,pic_n041_b,0,,,1,0,,
蜀郡广场守卫,107,30,2,,,task/npc/task_n107.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"3360,12660;4600,12660;4600,11420;3380,11420;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
南门守卫,108,30,2,,,task/npc/task_n062.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"3940,10020;3940,11200;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
南门守卫,109,30,2,,,task/npc/task_n062.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"4060,10020;4060,11200;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
西门守卫,110,30,2,,,task/npc/task_n083.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"1980,11960;3120,11960;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
西门守卫,111,30,2,,,task/npc/task_n083.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"1980,12100;3120,12100;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
北门守卫,112,30,2,,,task/npc/task_n086.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"3940,14660;3940,13770;3940,12880;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
北门守卫,113,30,2,,,task/npc/task_n086.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"4080,14660;4080,13770;4080,12920;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
东门守卫,114,30,2,,,task/npc/task_n064.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"6000,11980;4860,11980;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
东门守卫,115,30,2,,,task/npc/task_n064.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"6000,12080;4860,12080;",,,,,,,pic_n030,pic_n030_b,0,,,1,0,,
王力,116,26,2,,,task/npc/task_n116.html,,,,,,,,100,0,1000,0,0,0,0,0,30,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"5040,11280;5040,10520;5780,10520;5780,11280;",,,,,,,pic_n026,pic_n026_b,0,,,1,0,,
兔丝茗,117,27,2,,,task/npc/task_n117.html,,"-12260,13900,126;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12001;12002;12003;12005;12007;16039,12000;12001;12002;12004;12006;16038,,,,,,,,,,pic_n027,pic_n027_b,0,,,1,0,,
兔勿散,118,27,2,,,task/npc/task_n118.html,,"-14220,13535,247;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12006;12011;12013;12087;12088;12089;12091;12097;12098,12005;12010;12012;12087;12088;12090;12091;12096;12097,,,,,,,,,,pic_n027,pic_n027_b,0,,,1,0,,
岑远行【杂食铺】,119,38,2,,1,task/shopnpc/zawu_03.html,pic_f_icon14,"-17195,12055,128;",玉凌雪域,补给,6052;6053;6056;6057;6058;6059;5084;19002,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12018;12020;12021;12022;12023;12025;12036;12037;12039;12040;12042;12061;11507;11508;11509;11578;11579,12017;12019;12021;12022;12024;12035;12036;12038;12039;12041;12060;11506;11507;11508;11509;11578,,,,,,,,,,pic_n038,pic_n038_b,0,,,1,0,,
桑杰【药铺】,120,100,2,,1,task/shopnpc/yaowu_03.html,pic_f_icon03,"-17445,11735,126;",玉凌雪域,补给,6001;6002;7701;7702;7703,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12017;12027;12046;12047;12048;12049;12052;12055;12056;12057;12059;12072;12073;12075;12076;12090;12096;12099;11500;11501;11502;11503;11505;11506;11510;11514;11515;11518;11546;11547;11573;11576;11577,12016;12020;12046;12047;12048;12051;12054;12055;12056;12058;12071;12072;12074;12075;12089;12095;12098;12099;11500;11501;11502;11504;11505;11513;11514;11517;11545;11546;11547;11575;11576;11577,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
辛饶益西,121,100,2,,,task/npc/task_n121.html,,"-18060,12400,195;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12028;12029;12030;12050;12051;12065;12066;12067;12068;12070;12071;12079;12085;12086;12094;12095;11504;11516;11528;11529;11530;11533;11538;11539;11542;11545;11564;11570;11571;11572;14013;14263;14513;14763;16037;11580,12027;12028;12029;12034;12049;12050;12064;12065;12066;12067;12069;12070;12078;12085;12094;11503;11524;11527;11528;11529;11532;11537;11538;11541;11542;11569;11570;11571;11572;14012;14262;14512;14762;16036,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
松赞多吉,122,100,2,,,task/npc/task_n122.html,,"-15705,12455,188;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12031;12034;12035;12038;12041;12058;12060;12062;12078,12030;12033;12037;12040;12057;12059;12061;12077,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
罗桑扎巴,123,32,2,,,task/npc/task_n123.html,,"-18595,8185,161;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12032;12033;11550;11551;11553;11554;11556;11557;11558;11559;11561;11562,12031;12032;11549;11550;11553;11555;11556;11557;11558;11560;11561,,,,,,,,,,pic_n032,pic_n032_b,0,,,1,0,,
格桑,124,100,2,,,task/npc/task_n124.html,,"-16580,12580,128;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12053;12054;12074;12077;11511;11512;11513;11574;11575,12052;12053;12073;12076;11510;11511;11512;11515;11573;11574,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
贡布拉姆【服饰铺】,125,204,2,,1;6,task/shopnpc/yifu_03.html,pic_f_icon02,"-16330,11585,188;",玉凌雪域,补给,2002;2022;2042;2062;2202;2222;2242;2262;2402;2422;2442;2462;2602;2622;2642;2662;2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;2004;2024;2044;2064;2204;2224;2244;2264;2404;2424;2444;2464;2604;2624;2644;2664;7601;7602;7603,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12080;12081;12082;12092;12093;11517;11519;11520;11523;11524;11526;11527;11534;11536;11537;11540;11541;11543;11544;11565;11566;11567;11568;11569,12079;12080;12081;12092;12093;11516;11518;11519;11522;11523;11525;11526;11533;11535;11536;11539;11540;11543;11544;11564;11565;11566;11567;11568,,,,,,,,,,pic_n047,pic_n047_b,0,,,1,0,,
普布白玛,126,48,2,,,task/npc/task_n126.html,,"-16170,11550,254;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12083;11521;11522;11525;11535;11548;11560,12082;12084;11520;11521;11534;11559,,,,,,,,,,pic_n048,pic_n048_b,0,,,1,0,,
阿巴拉曾,127,100,2,,,task/npc/task_n127.html,,"-17420,10660,226;",玉凌雪域,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12069;12084;11549;11552;11555;11563;16041,12068;12083;11548;11551;11552;11554;11562;11563;16040,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
巴托【武器铺】,128,46,2,,1;6,task/shopnpc/wuqi_03.html,pic_f_icon01,"-17105,12510,126;",玉凌雪域,补给,2;22;42;62;82;102;122;142;3;23;43;63;83;103;123;143;4;24;44;64;84;104;124;144;7501;7502;7503,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n046,pic_n046_b,0,,,1,0,,
次仁达瓦,129,100,2,,,task/npc/task_n129.html,,"1815,9865,195;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n100,pic_n100_b,0,,,1,0,,
韦仁寿,130,27,2,,,task/npc/task_n130.html,,"1920,13600,63;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,12045;11201;11202;11211;11215;11216;11217;11218;11220;11221;11225,12044;11200;11203;11210;11214;11215;11216;11217;11219;11224;11229;17000;17001;17002;17003;17004;17005;17006;17007;17008;17009;17010;17011;17012;17013;17014;17015;17016;17017;17018;17019;17020;17021;17022;17023;17024;17025;17026;17027;17028;17029;17030;17031;17032;17033;17034;17035;17036;17037;17038;17039;17040;17041;17042;17043;17044;17045;17046;17047,,,,,,,,,,pic_n027,pic_n027_b,0,,,1,0,,
马大脚【驿站】,131,31,2,,7,task/npc/task_n131.html,pic_f_icon08,"3105,12305,63;",蜀郡,功能,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n031,pic_n031_b,0,,,1,0,,
路跑,132,63,2,,,task/npc/task_n132.html,,,,,,,,100,0,1000,0,0,0,0,0,20,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"-2940,4540;-3080,4580;-3180,4720;-3120,4780;-3200,4860;-3360,4840;-3180,5140;-2780,5120;",,,,,,,pic_n063,pic_n063_b,0,,,1,0,,
箫枫,133,27,2,,,task/npc/task_n133.html,,,,,,,,100,0,1000,0,0,0,0,0,20,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"5580,10180;5580,10260;5400,10260;5100,10260;4980,10260;4980,9980;4980,10260;5100,10260;5400,10260;5540,10360;5200,10360;5020,10460;4960,10580;5080,10880;5260,10880;5300,10220;5540,11020;5540,10760;5400,10760;5420,10420;5580,10180;",,,,,,,pic_n027,pic_n027_b,0,,,1,0,,
东东,134,71,2,,,task/npc/task_n134.html,,,,,,,,100,0,1000,0,0,0,0,0,20,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"3190,12590;3030,12530;2765,12510;2725,12265;2450,11890;2330,11750;2330,11085;",,,,,,,pic_n026,pic_n026_b,0,,,1,0,,
华武,135,31,2,,,task/npc/task_n135.html,,,,,,,,100,0,1000,0,0,0,0,0,20,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"3540,14180;4020,14180;4140,13860;4300,13400;4740,13420;5400,13420;",,,,,,,pic_n031,pic_n031_b,0,,,1,0,,
墨凤,136,25,2,,,task/npc/task_n136.html,,,,,,,,100,0,1000,0,0,0,0,0,20,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,s_guarder,6,"2880,10340;3760,10340;4260,10880;5000,10900;5000,11520;",,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
卿兰,137,25,2,,,task/npc/task_n136.html,,"3425,13450,64;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
晓晓,138,25,2,,,task/npc/task_n136.html,,"3180,13220,190;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
霄霞,139,25,2,,,task/npc/task_n136.html,,"2585,13270,190;",蜀郡,其他,,,,0,0,0,0,0,0,0,0,0,0,1,100,100,10,10,10,10,"0,0,0","0,0,0,",100,,0,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pic_n025,pic_n025_b,0,,,1,0,,
