ID,允许直接接受,分组ID,催粮任务,跑环任务,文官任务,文官任务计数,任务名称,任务描述,动态提示,提示道具,提示数量,任务接受条件,任务完成条件,最低等级,最高等级,国家限制,职业限制,官职要求,是否可重复,接受时间限制,完成时间限制,任务标记道具,是否可取消,接受任务标记,完成方式,npc1接任务对话,npc1接任务后对话,npc1任务中对话,npc2任务中对话,npc2完成任务后对话,npc2选择失败对话,,固定奖励,随机奖励概率,随机奖励,,选择标记1,选择标记2,选择标记3,选择标记4,选择标记5,特殊要求1,特殊要求2,特殊要求3,特殊要求4,特殊要求5,特殊奖励概率,特殊奖励1,特殊奖励2,特殊奖励3,特殊奖励4,特殊奖励5,任务区域,任务区块分组,是否受上限个数限制,是否可共享,任务相关信息,接受NPC坐标,完成NPC坐标,可选奖励,动态提示2,职业奖励
11561,1,0,0,0,0,0,吸魂妖丹,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">听到普布白玛的描述，大是吃惊，他猜测普布白玛说的是</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a><font color=""#C8FFF1"">。这种妖狐极为稀有，因为它们每过旬日必须吸食一人魂魄才可存活，极是歹毒。不过此妖狐内丹十分神奇，可以炼制成一种吸取敌人魂魄的奇门法器。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a><font color=""#C8FFF1"">，收集吸魂妖丹</font>",19003,10,taskdone 11560,item 19003 10,27,100,2,0,0,0,0,-1,,0,Enttask_t11561,0,task/task_t11561/task_t11561_01.html,,task/task_t11561/task_t11561_02.html,task/task_t11561/task_t11561_02.html,task/task_t11561/task_t11561_04.html,,,"exp 23640
gold 1555
credit 2 280",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a><font color=""#C8FFF1"">，收集吸魂妖丹</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-18595,8185;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a>",
11562,1,0,0,0,0,0,示警,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a><font color=""#C8FFF1"">听到普布白玛的描述，大是吃惊，他猜测普布白玛说的是吸魂妖狐。这种妖狐极为稀有，因为它们每过旬日必须吸食一人魂魄才可存活，极是歹毒。他让你赶快去通知</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">，预防那些吸魂妖狐袭击他的士兵。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11560,,27,100,2,0,0,0,0,-1,,0,Enttask_t11562,0,task/task_t11562/task_t11562_01.html,,task/task_t11562/task_t11562_02.html,,task/task_t11562/task_t11562_04.html,,,"exp 2701
gold 177
credit 2 46",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 123"">罗桑扎巴（玉淩雪域-930 409）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18595,8185;","-17420,10660;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a>",
11563,1,0,0,0,0,0,百日防贼,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a><font color=""#C8FFF1"">听到吸魂妖狐的消息很是烦恼，现在叛军面对苯教的打压节节败退，现在还要防范这些妖狐，实在是吃不消，毕竟百日防贼难啊，他让你去玄冰窟，将那些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a><font color=""#C8FFF1"">铲除，以减轻压力。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a>",,,taskdone 11562,killmonster 20 374 0 0 0,27,100,2,0,0,0,0,-1,,0,Enttask_t11563,0,task/task_t11563/task_t11563_01.html,,task/task_t11563/task_t11563_02.html,task/task_t11563/task_t11563_02.html,task/task_t11563/task_t11563_04.html,,,"exp 23640
gold 1555
credit 2 280",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-17420,10660;","-17420,10660;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 127"">阿巴拉曾（玉淩雪域-871 533）</a>",
11564,1,0,0,0,0,0,漏网之狐,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">苯教大法师</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a><font color=""#C8FFF1"">唯恐那些妖狐当中有漏网之鱼，再来危害发羌一族，因此让你传令</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">，发动发羌族人搜索各地，务必不能有漏网之狐。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,taskdone 11542,,27,100,2,0,0,0,0,-1,,0,Enttask_t11564,0,task/task_t11564/task_t11564_01.html,,task/task_t11564/task_t11564_02.html,,task/task_t11564/task_t11564_04.html,,,"exp 2701
gold 177
credit 2 46",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18060,12400;","-16330,11585;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a>",
11565,1,0,0,0,0,0,细细思量,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">仔细思量，将雪域之中各地都细细分析了一遍，最后得出结论，如果有漏网的妖狐的话，它们一定藏在此地西方的玄冰窟中。她让你帮忙去玄冰窟</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">探查一下（玉淩雪域-1087 685）</a><font color=""#C8FFF1"">，看是否有漏网妖狐。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">探查玄冰窟（玉淩雪域-1087 685）</a>",19004,1,taskdone 11564,item 19004 1,27,100,2,0,0,0,0,-1,,0,Enttask_t11565,0,task/task_t11565/task_t11565_01.html,,task/task_t11565/task_t11565_02.html,task/task_t11565/task_t11565_02.html,task/task_t11565/task_t11565_04.html,,,"exp 18912
gold 1244
credit 2 281",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">探查玄冰窟（玉淩雪域-1087 685）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16330,11585;","-16330,11585;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a>",
11566,1,0,0,0,0,0,觅灵符咒,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">辛饶益西的猜测还是有道理的，你从玄冰窟探查到的情况证实了这一点。不过现在最紧要的是了解玄冰窟吸魂妖狐的实力，</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">给了你一张觅灵符咒，让你到</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">玄冰窟（玉淩雪域-1087 685）</a><font color=""#C8FFF1"">使用，她好查探吸魂妖狐的实力。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">到</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">玄冰窟（玉淩雪域-1087 685）</a><font color=""#C8FFF1"">使用觅灵符咒</font>",,,taskdone 11565,useitem 19005 17046,27,100,2,0,0,0,0,-1,item 19005 1,0,Enttask_t11566,0,task/task_t11566/task_t11566_01.html,,task/task_t11566/task_t11566_02.html,task/task_t11566/task_t11566_02.html,task/task_t11566/task_t11566_04.html,,,"exp 18912
gold 1244
credit 2 281",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：到</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1087 685"">玄冰窟（玉淩雪域-1087 685）</a><font color=""#C8FFF1"">使用觅灵符咒</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16330,11585;","-16330,11585;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a>",
11567,1,0,0,0,0,0,挽救土灵,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">玄冰窟乃是顽石精聚集之地，不过那些顽石精大都性情温和，不轻易伤人，而且他们的住所会生长一种叫做土灵的有助修炼之物，因此苯教就任其生长。没想到现在那里居然出现了妖狐，</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">唯恐那些妖狐采集土灵提升修为，让你去将那些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1042 692"">土灵（玉淩雪域-1042 692）</a><font color=""#C8FFF1"">采回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1042 692"">土灵（玉淩雪域-1042 692）</a>",19006,10,taskdone 11566,item 19006 10,27,100,2,0,0,0,0,-1,,0,Enttask_t11567,0,task/task_t11567/task_t11567_01.html,,task/task_t11567/task_t11567_02.html,task/task_t11567/task_t11567_02.html,task/task_t11567/task_t11567_04.html,,,"exp 25216
gold 1659
credit 2 375",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：采集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1042 692"">土灵（玉淩雪域-1042 692）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16330,11585;","-16330,11585;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a>",
11568,1,0,0,0,0,0,试探吸魂,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">辛饶益西的猜测还是有道理的，你从玄冰窟探查到的情况证实了这一点。不过现在最紧要的是了解玄冰窟吸魂妖狐的实力，</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">让你去玄冰窟击杀一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a><font color=""#C8FFF1"">，试探一下吸魂妖狐的实力。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a>",,,taskdone 11565,killmonster 20 374 0 0 0,27,100,2,0,0,0,0,-1,,0,Enttask_t11568,0,task/task_t11568/task_t11568_01.html,,task/task_t11568/task_t11568_02.html,task/task_t11568/task_t11568_02.html,task/task_t11568/task_t11568_04.html,,,"exp 23640
gold 1555
credit 2 280",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：击杀</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1073 716"">吸魂狐妖（玉淩雪域-1073 716）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16330,11585;","-16330,11585;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a>",
11569,1,0,0,0,0,0,狡狐多智,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><font color=""#C8FFF1"">了解了吸魂妖狐的实力</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a><font color=""#C8FFF1"">才明白，这些吸魂妖狐并不是沃雪原漏网的妖狐——胡老太一开始就布置了两个巢穴。现在已经发现此巢穴，还须尽快禀告大法师</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a><font color=""#C8FFF1"">。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>",,,,"taskdone 11566
taskdone 11568",,27,100,2,0,0,0,0,-1,,0,Enttask_t11569,0,task/task_t11569/task_t11569_01.html,,task/task_t11569/task_t11569_02.html,,task/task_t11569/task_t11569_04.html,,,"exp 2701
gold 177
credit 2 46",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 125"">贡布拉姆（玉淩雪域-817 579）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-16330,11585;","-18060,12400;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a>",
11570,1,0,0,0,0,0,异样顽石,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui_texture/任务描述.tga"" width=""430"" height=""24"" source=""""/></p>
<p><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a><font color=""#C8FFF1"">听说玄冰窟的</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">有些异常，担心不已，他害怕是那些吸魂妖狐控制了顽石精。于是让你去收集一些顽石精魄，以便查探情况。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">从</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">处获得顽石精魄</font>",19001,10,taskdone 11569,item 19001 10,27,100,2,0,0,0,0,-1,,0,Enttask_t11570,0,task/task_t11570/task_t11570_01.html,,task/task_t11570/task_t11570_02.html,task/task_t11570/task_t11570_02.html,task/task_t11570/task_t11570_04.html,,,"exp 23640
gold 1555
credit 2 328",,,,,,,,,,,,,,,,,,,,玉淩雪域,44,1,1,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：从</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -1084 670"">顽石精（玉淩雪域-1084 670）</a><font color=""#C8FFF1"">处获得顽石精魄</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-18060,12400;","-18060,12400;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 121"">辛饶益西（玉淩雪域-903 620）</a>",
