WORD,int,char[20],BYTE,BYTE,RtString,char[50],struct,char[20],char[20],BYTE,DWORD,BYTE,WORD,struct,BYTE,BYTE,struct,int,int,struct,struct,bool
2108,911,灵兽往生印,9,0,最大生命值+27%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.27,1,1,,0,2000,,,1
2109,911,灵兽往生印,10,0,最大生命值+30%,pic_skill_ty_03,,skill_ty_03,root,0,,,,MaxHPR+0.30,1,1,,0,2000,,,1
2121,913,灵兽御法印,2,0,元素防御+10%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.1;FireArR+0.1;PoisonArR+0.1,1,1,,0,2000,,,1
2122,913,灵兽御法印,3,0,元素防御+15%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.15;FireArR+0.15;PoisonArR+0.15,1,1,,0,2000,,,1
2123,913,灵兽御法印,4,0,元素防御+20%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.2;FireArR+0.2;PoisonArR+0.2,1,1,,0,2000,,,1
2124,913,灵兽御法印,5,0,元素防御+25%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.25;FireArR+0.25;PoisonArR+0.25,1,1,,0,2000,,,1
2125,913,灵兽御法印,6,0,元素防御+30%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.3;FireArR+0.3;PoisonArR+0.3,1,1,,0,2000,,,1
2126,913,灵兽御法印,7,0,元素防御+35%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.35;FireArR+0.35;PoisonArR+0.35,1,1,,0,2000,,,1
2127,913,灵兽御法印,8,0,元素防御+40%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.4;FireArR+0.4;PoisonArR+0.4,1,1,,0,2000,,,1
2128,913,灵兽御法印,9,0,元素防御+45%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.45;FireArR+0.45;PoisonArR+0.45,1,1,,0,2000,,,1
2129,913,灵兽御法印,10,0,元素防御+50%,pic_skill_ty_05,,skill_ty_01,root,0,,,,WaterArR+0.5;FireArR+0.5;PoisonArR+0.5,1,1,,0,2000,,,1
2130,914,灵兽破劫印,1,0,元素攻击+2%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.05;FireDmR+0.05;PoisonDmR+0.05,1,1,,0,2000,,,1
2131,914,灵兽破劫印,2,0,元素攻击+4%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.1;FireDmR+0.1;PoisonDmR+0.1,1,1,,0,2000,,,1
2132,914,灵兽破劫印,3,0,元素攻击+6%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.15;FireDmR+0.15;PoisonDmR+0.15,1,1,,0,2000,,,1
2133,914,灵兽破劫印,4,0,元素攻击+8%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.2;FireDmR+0.2;PoisonDmR+0.2,1,1,,0,2000,,,1
2134,914,灵兽破劫印,5,0,元素攻击+10%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.25;FireDmR+0.25;PoisonDmR+0.25,1,1,,0,2000,,,1
2135,914,灵兽破劫印,6,0,元素攻击+12%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.3;FireDmR+0.3;PoisonDmR+0.3,1,1,,0,2000,,,1
2136,914,灵兽破劫印,7,0,元素攻击+14%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.35;FireDmR+0.35;PoisonDmR+0.35,1,1,,0,2000,,,1
2137,914,灵兽破劫印,8,0,元素攻击+16%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.4;FireDmR+0.4;PoisonDmR+0.4,1,1,,0,2000,,,1
2138,914,灵兽破劫印,9,0,元素攻击+18%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.45;FireDmR+0.45;PoisonDmR+0.45,1,1,,0,2000,,,1
2139,914,灵兽破劫印,10,0,元素攻击+20%,pic_skill_ty_06,,skill_ty_02,root,0,,,,WaterDmR+0.5;FireDmR+0.5;PoisonDmR+0.5,1,1,,0,2000,,,1
2140,915,灵兽灵觉印,1,0,最大法力值+3%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.05,1,1,,0,2000,,,1
2141,915,灵兽灵觉印,2,0,最大法力值+6%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.10,1,1,,0,2000,,,1
2142,915,灵兽灵觉印,3,0,最大法力值+9%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.15,1,1,,0,2000,,,1
2143,915,灵兽灵觉印,4,0,最大法力值+12%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.20,1,1,,0,2000,,,1
2144,915,灵兽灵觉印,5,0,最大法力值+15%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.25,1,1,,0,2000,,,1
2145,915,灵兽灵觉印,6,0,最大法力值+18%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.30,1,1,,0,2000,,,1
2146,915,灵兽灵觉印,7,0,最大法力值+21%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.35,1,1,,0,2000,,,1
2147,915,灵兽灵觉印,8,0,最大法力值+24%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.40,1,1,,0,2000,,,1
2148,915,灵兽灵觉印,9,0,最大法力值+27%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.45,1,1,,0,2000,,,1
2149,915,灵兽灵觉印,10,0,最大法力值+30%,pic_skill_ty_07,,skill_ty_03,root,0,,,,MaxMPR+0.50,1,1,,0,2000,,,1
3000,1500,群魔恸,1,0,物理攻击+5%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.05;DamageMinR+0.05,1,1,,1,300000,,,1
3001,1500,群魔恸,2,0,物理攻击+6%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.06;DamageMinR+0.06,1,1,,1,300000,,,1
3002,1500,群魔恸,3,0,物理攻击+7%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.07;DamageMinR+0.07,1,1,,1,300000,,,1
3003,1500,群魔恸,4,0,物理攻击+8%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.08;DamageMinR+0.08,1,1,,1,300000,,,1
3004,1500,群魔恸,5,0,物理攻击+9%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.09;DamageMinR+0.09,1,1,,1,300000,,,1
3005,1500,群魔恸,6,0,物理攻击+10%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.10;DamageMinR+0.10,1,1,,1,300000,,,1
3006,1500,群魔恸,7,0,物理攻击+11%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.11;DamageMinR+0.11,1,1,,1,300000,,,1
3007,1500,群魔恸,8,0,物理攻击+12%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.12;DamageMinR+0.12,1,1,,1,300000,,,1
3008,1500,群魔恸,9,0,物理攻击+13%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.13;DamageMinR+0.13,1,1,,1,300000,,,1
3009,1500,群魔恸,10,0,物理攻击+15%,pic_skill_wtf_05,,,,0,16,,,DamageMaxR+0.15;DamageMinR+0.15,1,1,,1,300000,,,1
3010,1501,鬼炼狂魔,1,0,"使物理防御-50%,物理攻击+20%,技能爆裂一击率+5%，攻击速度+10%",pic_skill_wtf_06,,skill_buf20,root,0,3,,,PhyArR-0.5;DamageMaxR+0.2;DamageMinR+0.2;SpeedAttackR+0.1;SkillCriRate+5,1,1,,1,60000,,,1
3011,1501,鬼炼狂魔,2,0,"使物理防御-50%,物理攻击+25%,技能爆裂一击率+5%，攻击速度+10%",pic_skill_wtf_06,,skill_buf20,root,0,3,,,PhyArR-0.5;DamageMaxR+0.25;DamageMinR+0.25;SpeedAttackR+0.1;SkillCriRate+5,1,1,,1,60000,,,1
3012,1501,鬼炼狂魔,3,0,"使物理防御-50%,物理攻击+30%,技能爆裂一击率+5%，攻击速度+15%",pic_skill_wtf_06,,skill_buf20,root,0,3,,,PhyArR-0.5;DamageMaxR+0.3;DamageMinR+0.3;SpeedAttackR+0.15;SkillCriRate+5,1,1,,1,60000,,,1
3013,1501,鬼炼狂魔,4,0,"使物理防御-50%,物理攻击+30%,技能爆裂一击率+10%，攻击速度+20%",pic_skill_wtf_06,,skill_buf20,root,0,3,,,PhyArR-0.5;DamageMaxR+0.3;DamageMinR+0.3;SpeedAttackR+0.2;SkillCriRate+10,1,1,,1,60000,,,1
3014,1501,鬼炼狂魔,5,0,"使物理防御-50%,物理攻击+30%,技能爆裂一击率+15%，攻击速度+25%",pic_skill_wtf_06,,skill_buf20,root,0,3,,,PhyArR-0.5;DamageMaxR+0.3;DamageMinR+0.3;SpeedAttackR+0.25;SkillCriRate+15,1,1,,1,60000,,,1
3015,25,流血,1,0,持续流血50/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+50,,1
3016,25,流血,2,0,持续流血100/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+100,,1
3017,25,流血,3,0,持续流血150/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+150,,1
3018,25,流血,4,0,持续流血200/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+200,,1
3019,25,流血,5,0,持续流血250/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+250,,1
3020,1503,黄龙浩气,1,0,恢复生命15/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 15 1,,1
3021,1503,黄龙浩气,2,0,恢复生命20/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 20 1,,1
3022,1503,黄龙浩气,3,0,恢复生命25/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 25 1,,1
3023,1503,黄龙浩气,4,0,恢复生命30/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 30 1,,1
3024,1503,黄龙浩气,5,0,恢复生命35/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 35 1,,1
3025,1503,黄龙浩气,6,0,恢复生命40/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 40 1,,1
3026,1503,黄龙浩气,7,0,恢复生命45/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 45 1,,1
3027,1503,黄龙浩气,8,0,恢复生命50/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 50 1,,1
3028,1503,黄龙浩气,9,0,恢复生命55/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 55 1,,1
3029,1503,黄龙浩气,10,0,恢复生命60/秒,pic_skill_wtc_03,,skill_buf7,root,0,3,,,,1,1,,30,1000,HP 60 1,,1
3030,1504,龙龟甲,1,0,移动速度-60%，物理防御+10%，元素防御+200，生命上限+20%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.1;FireAr+200;WaterAr+200;PoisonAr+200;MaxHPR+0.20;Hate+500,1,1,,1,60000,,,1
3031,1504,龙龟甲,2,0,移动速度-60%，物理防御+15%，元素防御+250，生命上限+25%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.15;FireAr+250;WaterAr+250;PoisonAr+250;MaxHPR+0.25;Hate+1000,1,1,,1,60000,,,1
3032,1504,龙龟甲,3,0,移动速度-60%，物理防御+20%，元素防御+300，生命上限+30%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.2;FireAr+300;WaterAr+300;PoisonAr+300;MaxHPR+0.30;Hate+1500,1,1,,1,60000,,,1
3033,1504,龙龟甲,4,0,移动速度-60%，物理防御+25%，元素防御+350，生命上限+35%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.25;FireAr+350;WaterAr+350;PoisonAr+350;MaxHPR+0.35;Hate+2000,1,1,,1,60000,,,1
3034,1504,龙龟甲,5,0,移动速度-60%，物理防御+30%，元素防御+400，生命上限+40%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+400;WaterAr+400;PoisonAr+400;MaxHPR+0.40;Hate+2500,1,1,,1,60000,,,1
3035,1504,龙龟甲,6,0,移动速度-60%，物理防御+30%，元素防御+500，生命上限+45%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+500;WaterAr+500;PoisonAr+500;MaxHPR+0.45;Hate+3000,1,1,,1,60000,,,1
3036,1504,龙龟甲,7,0,移动速度-60%，物理防御+30%，元素防御+600，生命上限+50%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+600;WaterAr+600;PoisonAr+600;MaxHPR+0.50;Hate+3500,1,1,,1,60000,,,1
3037,1504,龙龟甲,8,0,移动速度-60%，物理防御+30%，元素防御+800，生命上限+55%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+800;WaterAr+800;PoisonAr+800;MaxHPR+0.55;Hate+4000,1,1,,1,60000,,,1
3038,1504,龙龟甲,9,0,移动速度-60%，物理防御+30%，元素防御+1000，生命上限+60%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+1000;WaterAr+1000;PoisonAr+1000;MaxHPR+0.60;Hate+4500,1,1,,1,60000,,,1
3039,1504,龙龟甲,10,0,移动速度-60%，物理防御+30%，元素防御+1200，生命上限+65%,pic_skill_wtc_05,,skill_buf17,Bip01,0,3,,,SpeedMoveR-0.6;PhyArR+0.3;FireAr+1200;WaterAr+1200;PoisonAr+1200;MaxHPR+0.65;Hate+5000,1,1,,1,60000,,,1
3040,26,弱化,1,0,使惊鬼邪附加弱化效果，物理攻击-10%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.1;DamageMinR-0.1,2,1,,1,60000,,,1
3041,26,弱化,2,0,使惊鬼邪附加弱化效果，物理攻击-12%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.12;DamageMinR-0.12,2,1,,1,60000,,,1
3042,26,弱化,3,0,使惊鬼邪附加弱化效果，物理攻击-15%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.15;DamageMinR-0.15,2,1,,1,60000,,,1
3043,26,弱化,4,0,使惊鬼邪附加弱化效果，物理攻击-17%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.17;DamageMinR-0.17,2,1,,1,60000,,,1
3044,26,弱化,5,0,使惊鬼邪附加弱化效果，物理攻击-20%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.2;DamageMinR-0.2,2,1,,1,60000,,,1
3045,1506,云龙渡,1,0,使龙龟甲状态下移动速度+10%,pic_skill_wtc_11,,,,0,3,,,SpeedMoveR+0.1,1,1,,1,60000,,,1
3046,1506,云龙渡,2,0,使龙龟甲状态下移动速度+15%,pic_skill_wtc_11,,,,0,3,,,SpeedMoveR+0.15,1,1,,1,60000,,,1
3047,1506,云龙渡,3,0,使龙龟甲状态下移动速度+20%,pic_skill_wtc_11,,,,0,3,,,SpeedMoveR+0.2,1,1,,1,60000,,,1
3048,1506,云龙渡,4,0,使龙龟甲状态下移动速度+25%,pic_skill_wtc_11,,,,0,3,,,SpeedMoveR+0.25,1,1,,1,60000,,,1
3049,1506,云龙渡,5,0,使龙龟甲状态下移动速度+30%,pic_skill_wtc_11,,,,0,3,,,SpeedMoveR+0.3,1,1,,1,60000,,,1
3050,1507,返命龙涎,1,0,每3秒恢复生命2%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.02,,1
3051,1507,返命龙涎,2,0,每3秒恢复生命4%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.04,,1
3052,1507,返命龙涎,3,0,每3秒恢复生命6%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.06,,1
3053,1507,返命龙涎,4,0,每3秒恢复生命8%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.08,,1
3054,1507,返命龙涎,5,0,每3秒恢复生命10%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.10,,1
3055,1507,返命龙涎,6,0,每3秒恢复生命12%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.12,,1
3056,1507,返命龙涎,7,0,每3秒恢复生命14%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.14,,1
3057,1507,返命龙涎,8,0,每3秒恢复生命16%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.16,,1
3058,1507,返命龙涎,9,0,每3秒恢复生命18%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.18,,1
3059,1507,返命龙涎,10,0,每3秒恢复生命20%,pic_skill_mjq_05,,skill_buf19,Bip01,0,14,,,,1,1,,10,2000,AddCutMaxHP+0.20,,1
3070,25,流血,1,0,持续减血-20/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+20,,1
3071,25,流血,2,0,持续减血-30/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+30,,1
3072,25,流血,3,0,持续减血-40/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+40,,1
3073,25,流血,4,0,持续减血-50/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+50,,1
3074,25,流血,5,0,持续减血-60/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+60,,1
3075,25,流血,6,0,持续减血-70/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+70,,1
3076,25,流血,7,0,持续减血-80/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+80,,1
3077,25,流血,8,0,持续减血-90/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+90,,1
3078,25,流血,9,0,持续减血-100/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+100,,1
3079,25,流血,10,0,持续减血-120/2秒,pic_skill_dbf_11,,skill_debuf12,Bone100,0,11,,,,2,0,,5,2000,DeBufPoison+120,,1
3080,1510,灵蕴潮汐,1,0,每秒恢复法力2%,pic_skill_mjq_03,,skill_buf2,root,0,3,,,,1,1,,10,1000,AddCutMaxMP+0.02,,1
3081,1510,灵蕴潮汐,2,0,每秒恢复法力3%,pic_skill_mjq_03,,skill_buf2,root,0,3,,,,1,1,,10,1000,AddCutMaxMP+0.03,,1
3082,1510,灵蕴潮汐,3,0,每秒恢复法力4%,pic_skill_mjq_03,,skill_buf2,root,0,3,,,,1,1,,10,1000,AddCutMaxMP+0.04,,1
3083,1510,灵蕴潮汐,4,0,每秒恢复法力5%,pic_skill_mjq_03,,skill_buf2,root,0,3,,,,1,1,,10,1000,AddCutMaxMP+0.05,,1
3084,1510,灵蕴潮汐,5,0,每秒恢复法力6%,pic_skill_mjq_03,,skill_buf2,root,0,3,,,,1,1,,10,1000,AddCutMaxMP+0.06,,1
3085,1511,天蚕甲,1,0,物理防御+10%，元素防御+10%,pic_skill_mjq_06,,,,0,16,,,PhyArR+0.1;FireArR+0.1;WaterArR+0.1;PoisonArR+0.1;,1,1,,1,60000,,,1
3086,1511,天蚕甲,2,0,物理防御+12%，元素防御+12%,pic_skill_mjq_06,,,,0,16,,,PhyArR+0.12;FireArR+0.12;WaterArR+0.12;PoisonArR+0.12;,1,1,,1,60000,,,1
3087,1511,天蚕甲,3,0,物理防御+15%，元素防御+15%,pic_skill_mjq_06,,,,0,16,,,PhyArR+0.15;FireArR+0.15;WaterArR+0.15;PoisonArR+0.15;,1,1,,1,60000,,,1
3088,1511,天蚕甲,4,0,物理防御+18%，元素防御+18%,pic_skill_mjq_06,,,,0,16,,,PhyArR+0.18;FireArR+0.18;WaterArR+0.18;PoisonArR+0.18;,1,1,,1,60000,,,1
3089,1511,天蚕甲,5,0,物理防御+20%，元素防御+20%,pic_skill_mjq_06,,,,0,16,,,PhyArR+0.2;FireArR+0.2;WaterArR+0.2;PoisonArR+0.2;,1,1,,1,60000,,,1
3090,26,弱化,1,0,削弱敌人物理攻击-10%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.1;DamageMinR-0.1,2,0,,1,15000,,,1
3091,26,弱化,2,0,削弱敌人物理攻击-15%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.15;DamageMinR-0.15,2,0,,1,15000,,,1
3092,26,弱化,3,0,削弱敌人物理攻击-20%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.2;DamageMinR-0.2,2,0,,1,15000,,,1
3093,26,弱化,4,0,削弱敌人物理攻击-25%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.25;DamageMinR-0.25,2,0,,1,15000,,,1
3094,26,弱化,5,0,削弱敌人物理攻击-30%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.3;DamageMinR-0.3,2,0,,1,15000,,,1
3095,27,破甲,1,0,削弱敌人物防-450，毒防-300,pic_skill_dbf_13,,,,0,11,,,PhyAr-450;PoisonAr-300,2,0,,1,15000,,,1
3096,27,破甲,2,0,削弱敌人物防-600，毒防-400,pic_skill_dbf_13,,,,0,11,,,PhyAr-600;PoisonAr-400,2,0,,1,15000,,,1
3097,27,破甲,3,0,削弱敌人物防-800，毒防-550,pic_skill_dbf_13,,,,0,11,,,PhyAr-800;PoisonAr-550,2,0,,1,15000,,,1
3098,27,破甲,4,0,削弱敌人物防-800，毒防-550，物防-25%毒防-25%,pic_skill_dbf_13,,,,0,11,,,PhyAr-800;PoisonAr-550;PhyArR-0.25;PoisonArR-0.25,2,0,,1,15000,,,1
3099,27,破甲,5,0,削弱敌人物防-800，毒防-550，物防-40%毒防-40%,pic_skill_dbf_13,,,,0,11,,,PhyAr-800;PoisonAr-550;PhyArR-0.4;PoisonArR-0.4,2,0,,1,15000,,,1
3100,9,减速,1,0,移动速度-30%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.3,2,1,,1,5000,,,1
3101,9,减速,2,0,移动速度-30%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.3,2,1,,1,6000,,,1
3102,9,减速,3,0,移动速度-40%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.4,2,1,,1,7000,,,1
3103,9,减速,4,0,移动速度-40%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.4,2,1,,1,8000,,,1
3104,9,减速,5,0,移动速度-50%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.5,2,1,,1,8000,,,1
3105,1515,生命共享,1,0,将所受伤害的15%平均分担给其他队友,pic_skill_mjq_18,,skill_buf26,root,0,16,,,TeamShareDamage+15,1,1,,1,60000,,,1
3106,1515,生命共享,2,0,将所受伤害的30%平均分担给其他队友,pic_skill_mjq_18,,skill_buf26,root,0,16,,,TeamShareDamage+30,1,1,,1,60000,,,1
3107,1515,生命共享,3,0,将所受伤害的45%平均分担给其他队友,pic_skill_mjq_18,,skill_buf26,root,0,16,,,TeamShareDamage+45,1,1,,1,60000,,,1
3108,1515,生命共享,4,0,将所受伤害的60%平均分担给其他队友,pic_skill_mjq_18,,skill_buf26,root,0,16,,,TeamShareDamage+60,1,1,,1,60000,,,1
3109,1515,生命共享,5,0,将所受伤害的75%平均分担给其他队友,pic_skill_mjq_18,,skill_buf26,root,0,16,,,TeamShareDamage+75,1,1,,1,60000,,,1
3120,1518,无方冰甲,1,0,增加物理防御+10%，5%伤害无效,pic_skill_ssj_13,,skill_buf30,root,0,3,,,PhyArR+0.1;FireAb+0.05;WaterAb+0.05;PoisonAb+0.05;PhyAb+0.05,1,1,,1,60000,,,1
3121,1518,无方冰甲,2,0,增加物理防御+20%，10%伤害无效,pic_skill_ssj_13,,skill_buf30,root,0,3,,,PhyArR+0.2;FireAb+0.10;WaterAb+0.10;PoisonAb+0.10;PhyAb+0.10,1,1,,1,60000,,,1
3122,1518,无方冰甲,3,0,增加物理防御+30%，15%伤害无效,pic_skill_ssj_13,,skill_buf30,root,0,3,,,PhyArR+0.3;FireAb+0.15;WaterAb+0.15;PoisonAb+0.15;PhyAb+0.15,1,1,,1,60000,,,1
3123,1518,无方冰甲,4,0,增加物理防御+40%，20%伤害无效,pic_skill_ssj_13,,skill_buf30,root,0,3,,,PhyArR+0.4;FireAb+0.20;WaterAb+0.20;PoisonAb+0.20;PhyAb+0.20,1,1,,1,60000,,,1
3124,1518,无方冰甲,5,0,增加物理防御+50%，25%伤害无效,pic_skill_ssj_13,,skill_buf30,root,0,3,,,PhyArR+0.5;FireAb+0.25;WaterAb+0.25;PoisonAb+0.25;PhyAb+0.25,1,1,,1,60000,,,1
3125,1519,化相真如剑,1,0,召唤出1个剑灵帮助战斗,,,,,0,3,,,Conjure 18000 1,1,1,,1,60000,,,1
3126,1519,化相真如剑,2,0,召唤出1个剑灵帮助战斗,,,,,0,3,,,Conjure 18001 1,1,1,,1,60000,,,1
3127,1519,化相真如剑,3,0,召唤出1个剑灵帮助战斗,,,,,0,3,,,Conjure 18002 1,1,1,,1,60000,,,1
3128,1519,化相真如剑,4,0,召唤出2个剑灵帮助战斗,,,,,0,3,,,Conjure 18003 2,1,1,,1,60000,,,1
3129,1519,化相真如剑,5,0,召唤出2个剑灵帮助战斗,,,,,0,3,,,Conjure 18004 2,1,1,,1,60000,,,1
3130,9,减速,1,0,移动速度-10%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.10,2,1,,1,5000,,,1
3131,9,减速,2,0,移动速度-12%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.12,2,1,,1,5000,,,1
3132,9,减速,3,0,移动速度-15%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.15,2,1,,1,5000,,,1
3133,9,减速,4,0,移动速度-17%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.17,2,1,,1,5000,,,1
