,,,,基本属性,,,,,,,,,条件,,,,,,施放,,,,,,,,,,,,,,,,,飞行,,,,攻击,,,,,,,,,受击,,,,,,,,,,,,,,,,,,,      ,,,,
2040,二元重水,5,10,0,1,5,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+5%水防+5%，持续30分钟,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">二元重水是天地间水之母源，附于身上可使施术者化为先天水灵之体，水系法术威力大增。</FONT></P>",pic_skill_ssj_05,86,WeaponEquiped=1,Level>=20;Metier=3;NeedSP 10 14;,1,,,0,0,200,1,1200,2000,skill_j8,,shit,,,skill_l8,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 6,,,,,,,,,,,,,,6,,,
2041,二元重水,5,10,0,2,5,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+10%水防+10%，持续30分钟,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">二元重水是天地间水之母源，附于身上可使施术者化为先天水灵之体，水系法术威力大增。</FONT></P>",pic_skill_ssj_05,106,WeaponEquiped=1,Level>=25;Metier=3;NeedSP 10 14;,1,,,0,0,200,1,1200,2000,skill_j8,,shit,,,skill_l8,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 7,,,,,,,,,,,,,,7,,,
2042,二元重水,5,10,0,3,5,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+15%水防+15%，持续30分钟,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">二元重水是天地间水之母源，附于身上可使施术者化为先天水灵之体，水系法术威力大增。</FONT></P>",pic_skill_ssj_05,126,WeaponEquiped=1,Level>=30;Metier=3;NeedSP 10 14;,1,,,0,0,200,1,1200,2000,skill_j8,,shit,,,skill_l8,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 8,,,,,,,,,,,,,,8,,,
2043,二元重水,5,10,0,4,5,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+20%水防+20%，持续30分钟,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">二元重水是天地间水之母源，附于身上可使施术者化为先天水灵之体，水系法术威力大增。</FONT></P>",pic_skill_ssj_05,146,WeaponEquiped=1,Level>=35;Metier=3;NeedSP 10 14;,1,,,0,0,200,1,1200,2000,skill_j8,,shit,,,skill_l8,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 9,,,,,,,,,,,,,,9,,,
2044,二元重水,5,10,0,5,5,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+25%水防+25%，持续30分钟,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">二元重水是天地间水之母源，附于身上可使施术者化为先天水灵之体，水系法术威力大增。</FONT></P>",pic_skill_ssj_05,166,WeaponEquiped=1,Level>=40;Metier=3;NeedSP 10 14;,1,,,0,0,200,1,1200,2000,skill_j8,,shit,,,skill_l8,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 10,,,,,,,,,,,,,,10,,,
2045,守心诀,6,10,0,1,5,0,Metier=3;MetierLev>=0;Level>=1,,每秒恢复法力30，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">集中精神感悟天地，助长自己的法力，犹如泽入潭中用之不竭。</FONT></P>",pic_skill_ssj_06,46,WeaponEquiped=1,Level>=10;Metier=3;NeedSP 10 3;,1,,,0,0,200,1,1200,30000,skill_j7,,shit,,,skill_l7,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 11,,,,,,,,,,,,,,11,,,
2046,守心诀,6,10,0,2,5,0,Metier=3;MetierLev>=0;Level>=1,,每秒恢复法力43，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">集中精神感悟天地，助长自己的法力，犹如泽入潭中用之不竭。</FONT></P>",pic_skill_ssj_06,66,WeaponEquiped=1,Level>=15;Metier=3;NeedSP 10 3;,1,,,0,0,200,1,1200,30000,skill_j7,,shit,,,skill_l7,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 12,,,,,,,,,,,,,,12,,,
2047,守心诀,6,10,0,3,5,0,Metier=3;MetierLev>=0;Level>=1,,每秒恢复法力56，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">集中精神感悟天地，助长自己的法力，犹如泽入潭中用之不竭。</FONT></P>",pic_skill_ssj_06,86,WeaponEquiped=1,Level>=20;Metier=3;NeedSP 10 3;,1,,,0,0,200,1,1200,30000,skill_j7,,shit,,,skill_l7,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 13,,,,,,,,,,,,,,13,,,
2048,守心诀,6,10,0,4,5,0,Metier=3;MetierLev>=0;Level>=1,,每秒恢复法力70，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">集中精神感悟天地，助长自己的法力，犹如泽入潭中用之不竭。</FONT></P>",pic_skill_ssj_06,106,WeaponEquiped=1,Level>=25;Metier=3;NeedSP 10 3;,1,,,0,0,200,1,1200,30000,skill_j7,,shit,,,skill_l7,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 14,,,,,,,,,,,,,,14,,,
2049,守心诀,6,10,0,5,5,0,Metier=3;MetierLev>=0;Level>=1,,每秒恢复法力83，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">集中精神感悟天地，助长自己的法力，犹如泽入潭中用之不竭。</FONT></P>",pic_skill_ssj_06,126,WeaponEquiped=1,Level>=30;Metier=3;NeedSP 10 3;,1,,,0,0,200,1,1200,30000,skill_j7,,shit,,,skill_l7,,,,,,0,0,,,3,0,,,0,0,0,,0,,,,,,,AddEff 15,,,,,,,,,,,,,,15,,,
2050,极地玄冰,7,10,0,1,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+490并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,126,WeaponEquiped=1;WeaponType&128,Level>=30;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+490;AttackRate+18,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2051,极地玄冰,7,10,0,2,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+573并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,146,WeaponEquiped=1;WeaponType&128,Level>=35;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+573;AttackRate+28,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2052,极地玄冰,7,10,0,3,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+740并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,166,WeaponEquiped=1;WeaponType&128,Level>=40;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+740;AttackRate+38,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2053,极地玄冰,7,10,0,4,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+848并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,186,WeaponEquiped=1;WeaponType&128,Level>=45;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+848;AttackRate+48,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2054,极地玄冰,7,10,0,5,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1018并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,206,WeaponEquiped=1;WeaponType&128,Level>=50;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1018;AttackRate+58,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2055,极地玄冰,7,10,0,6,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1146并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,226,WeaponEquiped=1;WeaponType&128,Level>=55;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1146;AttackRate+68,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2056,极地玄冰,7,10,0,7,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1278并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,246,WeaponEquiped=1;WeaponType&128,Level>=60;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1278;AttackRate+78,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2057,极地玄冰,7,10,0,8,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1420并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,266,WeaponEquiped=1;WeaponType&128,Level>=65;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1420;AttackRate+88,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2058,极地玄冰,7,10,0,9,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1568并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,286,WeaponEquiped=1;WeaponType&128,Level>=70;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1568;AttackRate+98,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2059,极地玄冰,7,10,0,10,10,0,Metier=3;MetierLev>=0;Level>=1,,水伤害+1723并附带5%几率冻结3秒，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">用九天玄罡之气锻炼太阴寒冰，寒气幺幺化为极地龙魂，冰龙吐息冻结天地。</FONT></P>",pic_skill_ssj_07,306,WeaponEquiped=1;WeaponType&128,Level>=75;Metier=3;NeedSP 10 24;,1,,,11,0,200,3,1200,2000,skill_j9,,shit,,,skill_j9,,,,,,0,0,,,11,0,,,1,1,,,0,skill_hit2,root,,,WaterDm+1723;AttackRate+108,,,,5,,,AddEff 16,,,,,,,16;19,,16,,1,
2060,逸风,8,10,100,1,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰攻击距离+20,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">施展法术时法剑犹如背生双翅轻灵如风，飞得更快更远。</FONT></P>",pic_skill_ssj_08,,,Level>=10;Metier=3;NeedSP 10 3;Need 2000;,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,逸风,8,10,100,2,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰攻击距离+40,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">施展法术时法剑犹如背生双翅轻灵如风，飞得更快更远。</FONT></P>",pic_skill_ssj_08,,,Level>=15;Metier=3;NeedSP 10 3;Need 2000;,1,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,逸风,8,10,100,3,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰攻击距离+60,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">施展法术时法剑犹如背生双翅轻灵如风，飞得更快更远。</FONT></P>",pic_skill_ssj_08,,,Level>=20;Metier=3;NeedSP 10 3;Need 2000;,1,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,逸风,8,10,100,4,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰攻击距离+80,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">施展法术时法剑犹如背生双翅轻灵如风，飞得更快更远。</FONT></P>",pic_skill_ssj_08,,,Level>=25;Metier=3;NeedSP 10 3;Need 2000;,1,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,逸风,8,10,100,5,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰攻击距离+100,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">施展法术时法剑犹如背生双翅轻灵如风，飞得更快更远。</FONT></P>",pic_skill_ssj_08,,,Level>=30;Metier=3;NeedSP 10 3;Need 2000;,1,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,凝霜心诀,9,10,100,1,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰伤害+10%,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">颇为高深的凝气化冰心法，可以使寒气化形附着霜雪，增加伤害。</FONT></P>",pic_skill_ssj_09,,,Level>=20;Metier=3;NeedSP 10 14;Need 2060;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,WaterDmR+0.1,,,,,,,,,,,,,,,,,,,
2066,凝霜心诀,9,10,100,2,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰伤害+15%,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">颇为高深的凝气化冰心法，可以使寒气化形附着霜雪，增加伤害。</FONT></P>",pic_skill_ssj_09,,,Level>=25;Metier=3;NeedSP 10 14;Need 2060;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,WaterDmR+0.15,,,,,,,,,,,,,,,,,,,
2067,凝霜心诀,9,10,100,3,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰伤害+20%,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">颇为高深的凝气化冰心法，可以使寒气化形附着霜雪，增加伤害。</FONT></P>",pic_skill_ssj_09,,,Level>=30;Metier=3;NeedSP 10 14;Need 2060;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,WaterDmR+0.2,,,,,,,,,,,,,,,,,,,
2068,凝霜心诀,9,10,100,4,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰伤害+25%,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">颇为高深的凝气化冰心法，可以使寒气化形附着霜雪，增加伤害。</FONT></P>",pic_skill_ssj_09,,,Level>=35;Metier=3;NeedSP 10 14;Need 2060;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,WaterDmR+0.25,,,,,,,,,,,,,,,,,,,
2069,凝霜心诀,9,10,100,5,3,0,Metier=3;MetierLev>=0;Level>=1,,使淬冰伤害+30%,"<P><FONT color=""#88aadd"">作用目标：淬冰</FONT></P><P><FONT color=""#88aadd"">颇为高深的凝气化冰心法，可以使寒气化形附着霜雪，增加伤害。</FONT></P>",pic_skill_ssj_09,,,Level>=40;Metier=3;NeedSP 10 14;Need 2060;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,WaterDmR+0.3,,,,,,,,,,,,,,,,,,,
2070,白凌之霜,10,10,100,1,3,0,Metier=3;MetierLev>=0;Level>=1,,使霜雪冰天攻击个数+1,"<P><FONT color=""#88aadd"">作用目标：霜雪冰天</FONT></P><P><FONT color=""#88aadd"">冰冻三尺化作白凌，白凌之上彻骨雪霜，此心法可使寒气蔓延覆盖更广伤敌更多。</FONT></P>",pic_skill_ssj_10,,,Level>=30;Metier=3;NeedSP 10 24;Need 2025;,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2071,白凌之霜,10,10,100,2,3,0,Metier=3;MetierLev>=0;Level>=1,,使霜雪冰天攻击个数+2,"<P><FONT color=""#88aadd"">作用目标：霜雪冰天</FONT></P><P><FONT color=""#88aadd"">冰冻三尺化作白凌，白凌之上彻骨雪霜，此心法可使寒气蔓延覆盖更广伤敌更多。</FONT></P>",pic_skill_ssj_10,,,Level>=35;Metier=3;NeedSP 10 24;Need 2025;,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2072,白凌之霜,10,10,100,3,3,0,Metier=3;MetierLev>=0;Level>=1,,使霜雪冰天攻击个数+3,"<P><FONT color=""#88aadd"">作用目标：霜雪冰天</FONT></P><P><FONT color=""#88aadd"">冰冻三尺化作白凌，白凌之上彻骨雪霜，此心法可使寒气蔓延覆盖更广伤敌更多。</FONT></P>",pic_skill_ssj_10,,,Level>=40;Metier=3;NeedSP 10 24;Need 2025;,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2073,白凌之霜,10,10,100,4,3,0,Metier=3;MetierLev>=0;Level>=1,,使霜雪冰天攻击个数+4,"<P><FONT color=""#88aadd"">作用目标：霜雪冰天</FONT></P><P><FONT color=""#88aadd"">冰冻三尺化作白凌，白凌之上彻骨雪霜，此心法可使寒气蔓延覆盖更广伤敌更多。</FONT></P>",pic_skill_ssj_10,,,Level>=45;Metier=3;NeedSP 10 24;Need 2025;,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2074,白凌之霜,10,10,100,5,3,0,Metier=3;MetierLev>=0;Level>=1,,使霜雪冰天攻击个数+5,"<P><FONT color=""#88aadd"">作用目标：霜雪冰天</FONT></P><P><FONT color=""#88aadd"">冰冻三尺化作白凌，白凌之上彻骨雪霜，此心法可使寒气蔓延覆盖更广伤敌更多。</FONT></P>",pic_skill_ssj_10,,,Level>=50;Metier=3;NeedSP 10 24;Need 2025;,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2075,玄冰破体,11,10,100,1,5,0,Metier=3;MetierLev>=0;Level>=1,,50%几率使冰凌削弱目标水防御-230,"<P><FONT color=""#88aadd"">作用目标：冰凌</FONT></P><P><FONT color=""#88aadd"">玄罡之力，透骨彻寒，触及肌肤便化于无形，游走于经脉冻伤内腑，使御寒能力大大减弱</FONT></P>",pic_skill_ssj_11,,,Level>=30;Metier=3;NeedSP 10 24;Need 2015;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,AddEff 21,,,,,,,,,21,,,
2076,玄冰破体,11,10,100,2,5,0,Metier=3;MetierLev>=0;Level>=1,,50%几率使冰凌削弱目标水防御-280,"<P><FONT color=""#88aadd"">作用目标：冰凌</FONT></P><P><FONT color=""#88aadd"">玄罡之力，透骨彻寒，触及肌肤便化于无形，游走于经脉冻伤内腑，使御寒能力大大减弱</FONT></P>",pic_skill_ssj_11,,,Level>=35;Metier=3;NeedSP 10 24;Need 2015;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,AddEff 22,,,,,,,,,22,,,
2077,玄冰破体,11,10,100,3,5,0,Metier=3;MetierLev>=0;Level>=1,,50%几率使冰凌削弱目标水防御-340,"<P><FONT color=""#88aadd"">作用目标：冰凌</FONT></P><P><FONT color=""#88aadd"">玄罡之力，透骨彻寒，触及肌肤便化于无形，游走于经脉冻伤内腑，使御寒能力大大减弱</FONT></P>",pic_skill_ssj_11,,,Level>=40;Metier=3;NeedSP 10 24;Need 2015;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,AddEff 23,,,,,,,,,23,,,
2078,玄冰破体,11,10,100,4,5,0,Metier=3;MetierLev>=0;Level>=1,,50%几率使冰凌削弱目标水防御-400,"<P><FONT color=""#88aadd"">作用目标：冰凌</FONT></P><P><FONT color=""#88aadd"">玄罡之力，透骨彻寒，触及肌肤便化于无形，游走于经脉冻伤内腑，使御寒能力大大减弱</FONT></P>",pic_skill_ssj_11,,,Level>=45;Metier=3;NeedSP 10 24;Need 2015;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,AddEff 24,,,,,,,,,24,,,
2079,玄冰破体,11,10,100,5,5,0,Metier=3;MetierLev>=0;Level>=1,,50%几率使冰凌削弱目标水防御-480,"<P><FONT color=""#88aadd"">作用目标：冰凌</FONT></P><P><FONT color=""#88aadd"">玄罡之力，透骨彻寒，触及肌肤便化于无形，游走于经脉冻伤内腑，使御寒能力大大减弱</FONT></P>",pic_skill_ssj_11,,,Level>=50;Metier=3;NeedSP 10 24;Need 2015;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,50,,,AddEff 25,,,,,,,,,25,,,
2080,寒山月引,12,10,0,1,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害347，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,422,WeaponEquiped=1;WeaponType&128,Level>=40;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+1388;AttackRate+18,,,,,,,,,,,,,,19;23,,,,,
2081,寒山月引,12,10,0,2,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害397，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,472,WeaponEquiped=1;WeaponType&128,Level>=45;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+1590;AttackRate+28,,,,,,,,,,,,,,19;23,,,,,
2082,寒山月引,12,10,0,3,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害477，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,522,WeaponEquiped=1;WeaponType&128,Level>=50;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+1910;AttackRate+38,,,,,,,,,,,,,,19;23,,,,,
2083,寒山月引,12,10,0,4,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害537，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,572,WeaponEquiped=1;WeaponType&128,Level>=55;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+2148;AttackRate+48,,,,,,,,,,,,,,19;23,,,,,
2084,寒山月引,12,10,0,5,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害599，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,622,WeaponEquiped=1;WeaponType&128,Level>=60;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+2396;AttackRate+58,,,,,,,,,,,,,,19;23,,,,,
2085,寒山月引,12,10,0,6,10,0,Metier=3;MetierLev>=1;Level>=1,,对群体敌人造成水伤害666，法宝水伤*0.25,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">天山遥指寒灵动，月引西斜尘世间，冰封绝地，碎裂山河。</FONT></P>",pic_skill_ssj_12,672,WeaponEquiped=1;WeaponType&128,Level>=65;Metier=3;NeedSP 10 34;,1,,,11,0,200,1,1500,15000,skill_j3,,shit,,,skill_j3,,,,,,0,0,,skill_bullet0,11,1,8,150,1,1,1,,0,skill_hit23,Bone100,,,WaterDm+2664;AttackRate+68,,,,,,,,,,,,,,19;23,,,,,
