ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
3424,4,4543,破魔磐岩护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3425,4,4583,破魔御虎手套  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3426,4,4623,破魔踏虚护腕  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3427,4,4663,破魔雪魄凛手甲  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3428,4,4703,破魔罡龙披靡手套  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3429,4,4743,破魔赤神玄护腕  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3430,4,4783,破魔护法神武护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3441,4,4424,破魔青甲腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
3442,4,4464,破魔暗霜腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
3443,4,4504,破魔裂矢腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
3444,4,4544,破魔磐岩腰带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3445,4,4584,破魔御虎腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3446,4,4624,破魔踏虚腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3447,4,4664,破魔雪魄凛腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3448,4,4704,破魔罡龙披靡腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3449,4,4744,破魔赤神玄腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3450,4,4784,破魔护法神武腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3461,4,4425,破魔青甲靴  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3462,4,4465,破魔暗霜靴  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
3463,4,4505,破魔裂矢靴  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
3464,4,4545,破魔磐岩靴  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3465,4,4585,破魔御虎靴  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3466,4,4625,破魔踏虚靴  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3467,4,4665,破魔雪魄凛靴  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3468,4,4705,破魔罡龙披靡靴  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3469,4,4745,破魔赤神玄靴  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3470,4,4785,破魔护法神武靴  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3601,4,4432,蛊毒清心短衣  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
3602,4,4472,蛊毒迷离披风  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
3603,4,4512,蛊毒古溯披肩  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
3604,4,4552,蛊毒碧水青云  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3605,4,4592,蛊毒魔音缠身  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3606,4,4632,蛊毒妖丝之触  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3607,4,4672,蛊毒返阴归虚  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3608,4,4712,蛊毒紫焰袭  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3609,4,4752,蛊毒黑暗凤鳞  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3610,4,4792,蛊毒暗龙之瞳  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
3621,4,4433,蛊毒清心护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3622,4,4473,蛊毒迷离手套  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
3623,4,4513,蛊毒古溯护腕  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
3624,4,4553,蛊毒碧水青云护腕  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3625,4,4593,蛊毒魔音缠手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3626,4,4633,蛊毒妖丝之触护手  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3627,4,4673,蛊毒返阴归虚护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3628,4,4713,蛊毒紫焰袭护手  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3629,4,4753,蛊毒黑暗凤鳞手套  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3630,4,4793,蛊毒暗龙之瞳护腕  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
3641,4,4434,蛊毒清心束腰  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
3642,4,4474,蛊毒迷离腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
3643,4,4514,蛊毒古溯束腰  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
3644,4,4554,蛊毒碧水青云腰带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3645,4,4594,蛊毒魔音缠腰  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3646,4,4634,蛊毒妖丝之触束腰  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3647,4,4674,蛊毒返阴归虚腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3648,4,4714,蛊毒紫焰袭腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3649,4,4754,蛊毒黑暗凤鳞束腰  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3650,4,4794,蛊毒暗龙之瞳束腰  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
3661,4,4435,蛊毒清心鞋  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
3662,4,4475,蛊毒迷离鞋  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
3663,4,4515,蛊毒古溯鞋  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
3664,4,4555,蛊毒碧水青云鞋  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3665,4,4595,蛊毒魔音缠足  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3666,4,4635,蛊毒妖丝之触鞋  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3667,4,4675,蛊毒返阴归虚鞋  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3668,4,4715,蛊毒紫焰袭鞋  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3669,4,4755,蛊毒黑暗凤鳞鞋  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
3670,4,4795,蛊毒暗龙之瞳足衣  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
,,,,,,,,,,,,,,,,,
4001,4,4407,火莲修行长袍  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
4002,4,4447,火莲粗布道袍  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
4003,4,4487,火莲锦缎长袍  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
4004,4,4527,火莲青雾袍  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4005,4,4567,火莲五行袍  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4006,4,4607,火莲至尊袍  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4007,4,4647,火莲穿云衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4008,4,4687,火莲妙意圣心袍  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4009,4,4727,火莲炁源苍生衣  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4010,4,4767,火莲天吾合一袍  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4021,4,4408,火莲修行护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4022,4,4448,火莲粗布绑手  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
4023,4,4488,火莲锦缎护手  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
4024,4,4528,火莲青雾护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4025,4,4568,火莲五行护手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4026,4,4608,火莲至尊护腕  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4027,4,4648,火莲穿云护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4028,4,4688,火莲妙意圣心护腕  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4029,4,4728,火莲炁源苍生护腕  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4030,4,4768,火莲天吾合一护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4041,4,4409,火莲修行腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
4042,4,4449,火莲粗布腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
4043,4,4489,火莲锦缎腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
4044,4,4529,火莲青雾玉带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4045,4,4569,火莲五行腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4046,4,4609,火莲至尊腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4047,4,4649,火莲穿云腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4048,4,4689,火莲妙意圣心腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4049,4,4729,火莲炁源苍生腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4050,4,4769,火莲天吾合一腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4061,4,4410,火莲修行绑腿  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4062,4,4450,火莲粗布绑腿  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
4063,4,4490,火莲绵缎鞋  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
4064,4,4530,火莲青雾履  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4065,4,4570,火莲五行鞋  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4066,4,4610,火莲至尊必履  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4067,4,4650,火莲穿云护腿  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
